row,code,subject_area,
3142,10.190.60.160,Major histocompatibility complex,
3143,10.190.60.170,Neuroimmunology,
3144,10.190.60.180,Pulmonary immunology,
3145,10.190.60.190,Reproductive immunology,
3146,10.190.60.200,Transplantation immunology,
3147,10.190.60.200.10,Transplant rejection,
3148,10.190.60.210,Tumor immunology,
3149,10.190.70,Cross reactivity,
3186,10.190.100,Immune evasion,
3187,10.190.110,Immune response,
3188,10.190.110.10,Antibody response,
3189,10.190.110.20,Clonal selection,
3190,10.190.110.30,Histamine release,
3191,10.190.110.40,Inflammation,
3192,10.190.110.50,Lymphocyte activation,
3193,10.190.110.60,Opsonization,
3194,10.190.110.70,Respiratory burst,
3195,10.190.120,Immune suppression,
3196,10.190.130,Immune system,
3197,10.190.130.10,Acquired immune system,
3198,10.190.130.20,Bone marrow,
3202,10.190.130.40,Immune complex,
3203,10.190.130.50,Innate immune system,
3204,10.190.130.50.10,Antigen presentation,
3207,10.190.130.60,Thymus,
3234,10.190.150,Immunity,
3235,10.190.150.10,Cell-mediated immunity,
3236,10.190.150.20,Humoral immunity,
3237,10.190.150.20.10,Humoral immune response,
3238,10.190.150.30,Immune activation,
3239,10.190.150.40,Immune privilege,
3240,10.190.150.50,Immune tolerance,
3241,10.190.150.60,Immunoregulation,
3242,10.190.150.70,Mucosal immunity,
3243,10.190.160,Immunochemistry,
3244,10.190.170,Immunocompetence,
3245,10.190.180,Immunomodulation,
3248,10.190.210,Vaccination and immunization,
3249,10.190.210.10,Antibacterial therapy,
3250,10.190.210.20,Antiparasitic therapy,
3251,10.190.210.30,Antiretroviral therapy,
3252,10.190.210.30.10,Antiviral monotherapy,
3253,10.190.210.30.20,Highly-active antiretroviral therapy,
3254,10.190.210.30.30,Protease inhibitor therapy,
3255,10.190.210.30.40,Salvage antiretroviral therapy,
3256,10.190.210.40,Antiviral therapy,
3257,10.190.210.50,DNA vaccination,
3258,10.190.210.60,Immunologic adjuvants,
3259,10.190.210.70,Inoculation,
3260,10.190.210.70.10,Intranasal inoculation,
3261,10.190.210.80,Nucleic acid immunization,
3262,10.190.210.90,Oral rabies vaccination,
3263,10.190.210.100,Passive immunization,
3264,10.190.210.110,Prophylaxis,
3265,10.190.210.110.10,Antibiotic prophylaxis,
3266,10.190.210.110.20,Post-exposure prophylaxis,
3267,10.190.210.110.30,Pre-exposure prophylaxis,
3268,10.190.210.120,Vaccine development,
3269,10.190.210.130,Vaccines,
3270,10.190.210.130.10,Attenuated vaccines,
3271,10.190.210.130.20,Booster doses,
3272,10.190.210.130.30,Cancer vaccines,
3273,10.190.210.130.40,Cholera vaccines,
3274,10.190.210.130.50,Conjugate vaccines,
3275,10.190.210.130.60,Recombinant vaccines,
3276,10.200,Marine biology,
3278,10.200.20,Coral reefs,
3279,10.200.30,Corals,
3280,10.200.40,Fisheries science,
3281,10.200.50,Marine conservation,
3283,10.200.70,Marine mammals,
3284,10.200.70.10,Dolphins,
3285,10.200.70.20,Porpoises,
3286,10.200.70.30,Sea lions,
3287,10.200.70.40,Seals,
3288,10.200.70.50,Whales,
3289,10.200.70.50.10,Beaked whales,
3290,10.200.70.50.20,Beluga whales,
3291,10.200.70.50.30,Blue whales,
3292,10.200.70.50.40,Bowhead whales,
3293,10.200.70.50.50,Gray whales,
3294,10.200.70.50.60,Humpback whales,
3295,10.200.70.50.70,Killer whales,
3296,10.200.70.50.80,Minke whales,
3297,10.200.70.50.90,Pilot whales,
3298,10.200.70.50.100,Right whales,
3299,10.200.70.50.110,Sperm whales,
3300,10.200.80,Marine monitoring,
3301,10.200.90,Marine ornithology,
3302,10.200.100,Marine technology,
3303,10.200.110,Phycology,
3304,10.210,Microbiology,
3305,10.210.10,Animal models of infection,
3313,10.210.30,Archaean biology,
3314,10.210.30.10,Archaeal biochemistry,
3315,10.210.30.20,Archaeal evolution,
3316,10.210.30.30,Archaeal physiology,
3317,10.210.30.40,Archaeal taxonomy,
3318,10.210.40,Bacteriology,
3319,10.210.40.10,Bacterial biochemistry,
3320,10.210.40.10.10,SmeT,
3323,10.210.40.40,Bacterial genes,
3326,10.210.40.60,Bacterial physiology,
3327,10.210.40.60.10,Adhesins,
3329,10.210.40.60.30,Bacterial spores,
3332,10.210.40.60.60,Secretion systems,
3333,10.210.40.70,Bacterial taxonomy,
3334,10.210.40.80,Gram negative bacteria,
3335,10.210.40.90,Gram positive bacteria,
3336,10.210.40.100,Lethality (bacteriology),
3337,10.210.40.110,Nanobacteria,
3338,10.210.50,Medical microbiology,
3339,10.210.50.10,Microbial pathogens,
3340,10.210.50.10.10,Bacterial pathogens,
3341,10.210.50.10.10.10,Acinetobacter,
3342,10.210.50.10.10.10.10,Acinetobacter baumannii,
3343,10.210.50.10.10.20,Actinomyces,
3344,10.210.50.10.10.30,Aeromonas hydrophila,
3345,10.210.50.10.10.40,Anaplasma,
3346,10.210.50.10.10.50,Arcanobacterium haemolyticum,
3347,10.210.50.10.10.60,Bacillus,
3348,10.210.50.10.10.60.10,Bacillus anthracis,
3349,10.210.50.10.10.60.20,Bacillus cereus,
3350,10.210.50.10.10.60.30,Bacillus subtilis,
3351,10.210.50.10.10.60.40,Bacillus thuringiensis,
3352,10.210.50.10.10.70,Bartonella,
3353,10.210.50.10.10.80,Bordetella,
3354,10.210.50.10.10.80.10,Bordetella pertussis,
3355,10.210.50.10.10.90,Borrelia,
3356,10.210.50.10.10.90.10,Borrelia bergdorferi,
3357,10.210.50.10.10.100,Brucella,
3358,10.210.50.10.10.110,Burkholderia,
3359,10.210.50.10.10.110.10,Burkholderia cenocepacia,
3360,10.210.50.10.10.110.20,Burkholderia cepacia complex,
3361,10.210.50.10.10.110.30,Burkholderia mallei,
3362,10.210.50.10.10.110.40,Burkholderia pseudomallei,
3363,10.210.50.10.10.120,Campylobacter,
3364,10.210.50.10.10.130,Capnocytophaga canimorsus,
3365,10.210.50.10.10.140,Cardiobacterium hominis,
3366,10.210.50.10.10.150,Chlamydia trachomatis,
3367,10.210.50.10.10.160,Chlamydophila pneumoniae,
3368,10.210.50.10.10.170,Chlamydophila psittaci,
3369,10.210.50.10.10.180,Chromobacterium violaceum,
3370,10.210.50.10.10.190,Clostridium,
3371,10.210.50.10.10.200,Corynebacterium diptheriae,
3372,10.210.50.10.10.210,Coxiella burnetii,
3373,10.210.50.10.10.220,Ehrlichia,
3374,10.210.50.10.10.230,Eikenella corrodens,
3375,10.210.50.10.10.240,Enterobacter,
3376,10.210.50.10.10.250,Enterococcus,
3377,10.210.50.10.10.250.10,Enterococcus faecalis,
3378,10.210.50.10.10.260,Epsilonproteobacteria,
3379,10.210.50.10.10.270,Escherichia coli,
3380,10.210.50.10.10.280,Francisella tularensis,
3381,10.210.50.10.10.290,Fusobacteria,
3382,10.210.50.10.10.290.10,Fusobacterium necrophorum,
3383,10.210.50.10.10.300,Haemophilus influenzae,
3384,10.210.50.10.10.310,Helicobacter pylori,
3385,10.210.50.10.10.320,Kingella kingae,
3386,10.210.50.10.10.330,Klebsiella,
3387,10.210.50.10.10.330.10,Klebsiella granulomatis,
3388,10.210.50.10.10.330.20,Klebsiella oxytoca,
3389,10.210.50.10.10.330.30,Klebsiella pneumoniae,
3390,10.210.50.10.10.330.40,Klebsiella terrigena,
3391,10.210.50.10.10.340,Lactococcus,
3392,10.210.50.10.10.340.10,Lactococcus lactis,
3393,10.210.50.10.10.350,Legionella,
3394,10.210.50.10.10.350.10,Legionella pneumophila,
3395,10.210.50.10.10.360,Leptospira,
3396,10.210.50.10.10.360.10,Leptospira interrogans,
3397,10.210.50.10.10.370,Listeria monocytogenes,
3398,10.210.50.10.10.380,Mycobacteria,
3399,10.210.50.10.10.390,Mycoplasma mycoides,
3400,10.210.50.10.10.400,Mycoplasma pneumoniae,
3401,10.210.50.10.10.410,Neisseria gonorrhoeae,
3402,10.210.50.10.10.420,Neisseria meningitidis,
3403,10.210.50.10.10.430,Nocardia,
3404,10.210.50.10.10.440,Orienta tsutsugamushi,
3405,10.210.50.10.10.450,Pasteurella multocida,
3406,10.210.50.10.10.460,Prevotella intermedia,
3407,10.210.50.10.10.470,Proteus mirabilis,
3408,10.210.50.10.10.480,Proteus vulgaris,
3409,10.210.50.10.10.490,Pseudomonas aeruginosa,
3410,10.210.50.10.10.500,Pseudomonas syringae,
3411,10.210.50.10.10.510,Rhodococcus equi,
3412,10.210.50.10.10.520,Rickettsia,
3413,10.210.50.10.10.520.10,Rickettsia prowazekii,
3414,10.210.50.10.10.520.20,Rickettsia rickettsii,
3415,10.210.50.10.10.530,Salmonella,
3416,10.210.50.10.10.530.10,Salmonella bongori,
3417,10.210.50.10.10.530.20,Salmonella enterica,
3418,10.210.50.10.10.530.30,Salmonella typhi,
3419,10.210.50.10.10.530.40,Salmonella typhimurium,
3420,10.210.50.10.10.540,Serratia marcescens,
3421,10.210.50.10.10.550,Shigella,
3422,10.210.50.10.10.550.10,Shigella flexneri,
3423,10.210.50.10.10.560,Spirillum minus,
3424,10.210.50.10.10.570,Spirochetes,
3425,10.210.50.10.10.580,Staphylococcus,
3426,10.210.50.10.10.580.10,Staphylococcus aureus,
3427,10.210.50.10.10.580.10.10,Methicillin-resistant Staphylococcus aureus,
3428,10.210.50.10.10.580.10.20,Vancomycin-resistant Staphylococcus aureus,
3429,10.210.50.10.10.580.20,Staphylococcus epidermidis,
3430,10.210.50.10.10.580.30,Staphylococcus haemolyticus,
3431,10.210.50.10.10.580.40,Staphylococcus saprophyticus,
3432,10.210.50.10.10.590,Stenotrophomonas maltophilia,
3433,10.210.50.10.10.600,Streptococcus,
3434,10.210.50.10.10.600.10,Group A streptococci,
3435,10.210.50.10.10.600.20,Group B streptococci,
3436,10.210.50.10.10.600.30,Group C streptococci,
3437,10.210.50.10.10.600.40,Group D streptococci,
3438,10.210.50.10.10.600.50,Group F streptococci,
3439,10.210.50.10.10.600.60,Group G streptococci,
3440,10.210.50.10.10.600.70,Pneumococcus,
3441,10.210.50.10.10.600.80,Streptococcus agalactiae,
3442,10.210.50.10.10.600.90,Streptococcus anginosus,
3443,10.210.50.10.10.600.100,Streptococcus equi,
3444,10.210.50.10.10.600.110,Streptococcus mutans,
3445,10.210.50.10.10.600.120,Streptococcus pyogenes,
3446,10.210.50.10.10.610,Treponema pallidum,
3447,10.210.50.10.10.620,Ureaplasma urealyticum,
3448,10.210.50.10.10.630,Vibrio cholerae,
3449,10.210.50.10.10.640,Vibrio vulnificus,
3450,10.210.50.10.10.650,Yersinia,
3451,10.210.50.10.10.650.10,Yersinia enterocolitica,
3452,10.210.50.10.10.650.20,Yersinia pestis,
3453,10.210.50.10.10.650.30,Yersinia pseudotuberculosis,
3454,10.210.50.10.20,Fungal pathogens,
3455,10.210.50.10.20.10,Absidia corymbifera,
3456,10.210.50.10.20.20,Acremonium,
3457,10.210.50.10.20.30,Actinomadura,
3458,10.210.50.10.20.40,Alternaria,
3459,10.210.50.10.20.50,Aspergillus flavus,
3460,10.210.50.10.20.60,Aspergillus fumigatus,
3461,10.210.50.10.20.70,Basidiobolus ranarum,
3462,10.210.50.10.20.80,Blastomyces dermatitidis,
3463,10.210.50.10.20.90,Candida albicans,
3464,10.210.50.10.20.100,Cladosporium carrionii,
3465,10.210.50.10.20.110,Coccidioides,
3466,10.210.50.10.20.120,Conidiobolus,
3467,10.210.50.10.20.130,Cryptococcus albidus,
3468,10.210.50.10.20.140,Cryptococcus gattii,
3469,10.210.50.10.20.150,Cryptococcus neoformans,
3470,10.210.50.10.20.160,Epidermophyton,
3471,10.210.50.10.20.170,Fonsecaea,
3472,10.210.50.10.20.180,Fusarium,
3473,10.210.50.10.20.190,Histoplasma capsulatum,
3474,10.210.50.10.20.200,Lacazia loboi,
3475,10.210.50.10.20.210,Madurella,
3476,10.210.50.10.20.220,Microsporidia,
3477,10.210.50.10.20.230,Mucor indicus,
3478,10.210.50.10.20.240,Paracoccidioides brasiliensis,
3479,10.210.50.10.20.250,Penicillium marneffei,
3480,10.210.50.10.20.260,Phialophora verrucosa,
3481,10.210.50.10.20.270,Piedraia,
3482,10.210.50.10.20.280,Pseudallescheria,
3483,10.210.50.10.20.290,Rhizopus oryzae,
3484,10.210.50.10.20.300,Sporothrix schenckii,
3485,10.210.50.10.20.310,Streptomyces,
3486,10.210.50.10.20.320,Syncephalastrum racemosum,
3487,10.210.50.10.20.330,Trichophyton,
3488,10.210.50.10.20.340,Trichosporon,
3489,10.210.50.10.30,Viral pathogens,
3490,10.210.50.10.30.10,Adenoviruses,
3491,10.210.50.10.30.20,Arenaviruses,
3492,10.210.50.10.30.20.10,Chapare virus,
3493,10.210.50.10.30.20.20,Guanarito virus,
3494,10.210.50.10.30.20.30,Junin virus,
3495,10.210.50.10.30.20.40,Lassa virus,
3496,10.210.50.10.30.20.50,Lujo virus,
3497,10.210.50.10.30.20.60,Lymphocytic choriomeningitis virus,
3498,10.210.50.10.30.20.70,Machupo virus,
3499,10.210.50.10.30.20.80,Sabi_í virus,
3500,10.210.50.10.30.30,Astroviruses,
3501,10.210.50.10.30.40,Bunyaviruses,
3502,10.210.50.10.30.40.10,Crimean-Congo hemorrhagic fever virus,
3503,10.210.50.10.30.40.20,Hantavirus,
3504,10.210.50.10.30.40.20.10,Puumala virus,
3505,10.210.50.10.30.40.30,Rift Valley fever virus,
3506,10.210.50.10.30.50,Caliciviruses,
3507,10.210.50.10.30.50.10,Feline calicivirus,
3508,10.210.50.10.30.50.20,Lagovirus,
3509,10.210.50.10.30.50.30,Norovirus,
3510,10.210.50.10.30.50.40,Sapovirus,
3511,10.210.50.10.30.60,Coronaviruses,
3512,10.210.50.10.30.60.10,Canine coronavirus,
3513,10.210.50.10.30.60.20,Feline coronavirus,
3514,10.210.50.10.30.60.30,Mouse hepatitis virus,
3515,10.210.50.10.30.60.40,Transmissible gastroenteritis coronavirus,
3516,10.210.50.10.30.70,Enteroviruses,
3517,10.210.50.10.30.70.10,Coxsackieviruses,
3518,10.210.50.10.30.70.20,Echovirus,
3519,10.210.50.10.30.70.30,Poliovirus,
3520,10.210.50.10.30.70.40,Rhinovirus,
3521,10.210.50.10.30.80,Flaviviruses,
3522,10.210.50.10.30.80.10,Dengue virus,
3523,10.210.50.10.30.80.20,Hepatitis C virus,
3524,10.210.50.10.30.80.30,Hepatitis G virus,
3525,10.210.50.10.30.80.40,Japanese encephalitis virus,
3526,10.210.50.10.30.80.50,Pestivirus,
3527,10.210.50.10.30.80.60,Tick-borne encephalitis virus,
3528,10.210.50.10.30.80.70,West Nile virus,
3529,10.210.50.10.30.90,Hemorrhagic fever viruses,
3531,10.210.50.10.30.90.20,Ebola virus,
3532,10.210.50.10.30.100,Hepatitis viruses,
3533,10.210.50.10.30.100.10,Hepatitis A virus,
3534,10.210.50.10.30.100.20,Hepatitis B virus,
3536,10.210.50.10.30.100.40,Hepatitis delta virus,
3537,10.210.50.10.30.100.50,Hepatitis E virus,
3539,10.210.50.10.30.110,Herpesviruses,
3540,10.210.50.10.30.110.10,Epstein-Barr virus,
3541,10.210.50.10.30.110.20,Herpes simplex virus,
3542,10.210.50.10.30.110.30,Herpes simplex virus-1,
3543,10.210.50.10.30.110.40,Herpes simplex virus-2,
3544,10.210.50.10.30.110.50,Human cytomegalovirus,
3545,10.210.50.10.30.110.60,Kaposi's sarcoma-associated herpesvirus,
3546,10.210.50.10.30.110.70,Roseolovirus,
3547,10.210.50.10.30.110.80,Varicella zoster virus,
3548,10.210.50.10.30.120,Immunodeficiency viruses,
3549,10.210.50.10.30.120.10,FIV,
3550,10.210.50.10.30.120.20,HIV,
3551,10.210.50.10.30.120.30,HIV-1,
3552,10.210.50.10.30.120.40,HIV-2,
3553,10.210.50.10.30.120.50,SIV,
3554,10.210.50.10.30.130,Lyssavirus,
3555,10.210.50.10.30.130.10,Rabies virus,
3556,10.210.50.10.30.140,Orthomyxoviruses,
3557,10.210.50.10.30.140.10,Infectious salmon anemia virus,
3558,10.210.50.10.30.140.20,Influenza viruses,
3559,10.210.50.10.30.140.20.10,Avian influenza A viruses,
3560,10.210.50.10.30.140.20.20,Influenza A virus,
3561,10.210.50.10.30.140.20.30,Influenza B virus,
3562,10.210.50.10.30.140.20.40,Influenza C virus,
3563,10.210.50.10.30.140.30,Thogotovirus,
3564,10.210.50.10.30.150,Papillomaviruses,
3565,10.210.50.10.30.150.10,Bovine papillomavirus,
3566,10.210.50.10.30.150.20,Cottontail rabbit papillomavirus,
3567,10.210.50.10.30.150.30,HPV-1,
3568,10.210.50.10.30.150.40,HPV-11,
3569,10.210.50.10.30.150.50,HPV-16,
3570,10.210.50.10.30.150.60,HPV-18,
3571,10.210.50.10.30.150.70,HPV-2,
3572,10.210.50.10.30.150.80,HPV-31,
3573,10.210.50.10.30.150.90,HPV-45,
3574,10.210.50.10.30.150.100,HPV-6,
3575,10.210.50.10.30.150.110,Human papillomavirus,
3576,10.210.50.10.30.160,Paramyxoviruses,
3577,10.210.50.10.30.160.10,Avian paramyxovirus,
3578,10.210.50.10.30.160.20,Canine distemper virus,
3579,10.210.50.10.30.160.30,Hendra virus,
3580,10.210.50.10.30.160.40,Human metapneumovirus,
3581,10.210.50.10.30.160.50,Human parainfluenza viruses,
3582,10.210.50.10.30.160.60,Measles virus,
3583,10.210.50.10.30.160.70,Menangle virus,
3584,10.210.50.10.30.160.80,Mumps virus,
3585,10.210.50.10.30.160.90,Newcastle disease virus,
3586,10.210.50.10.30.160.100,Nipah virus,
3587,10.210.50.10.30.160.110,Respiratory syncytial virus,
3588,10.210.50.10.30.160.120,Rinderpest,
3589,10.210.50.10.30.160.130,Sendai virus,
3590,10.210.50.10.30.170,Parvoviruses,
3591,10.210.50.10.30.170.10,Adeno-associated viruses,
3592,10.210.50.10.30.170.20,Amdovirus,
3593,10.210.50.10.30.170.30,Bocovirus,
3594,10.210.50.10.30.170.40,Dependoviruses,
3595,10.210.50.10.30.170.50,Erythrovirus,
3596,10.210.50.10.30.180,Polyomaviruses,
3597,10.210.50.10.30.180.10,Bk virus,
3598,10.210.50.10.30.180.20,JC virus,
3599,10.210.50.10.30.180.30,Merkel cell polyomavirus,
3600,10.210.50.10.30.180.40,SV40,
3601,10.210.50.10.30.190,Poxviruses,
3602,10.210.50.10.30.190.10,Avipox virus,
3603,10.210.50.10.30.190.20,Cowpox virus,
3604,10.210.50.10.30.190.30,Molluscum contagiosum virus,
3605,10.210.50.10.30.190.40,Myxoma virus,
3606,10.210.50.10.30.190.50,Orthopoxvirus,
3607,10.210.50.10.30.190.60,Parapox virus,
3608,10.210.50.10.30.190.70,Smallpox virus,
3609,10.210.50.10.30.190.80,Vaccinia virus,
3610,10.210.50.10.30.190.90,Yatapoxvirus,
3611,10.210.50.10.30.200,Reoviruses,
3612,10.210.50.10.30.200.10,African horse sickness virus,
3613,10.210.50.10.30.200.20,Bluetongue virus,
3614,10.210.50.10.30.200.30,Coltivirus,
3615,10.210.50.10.30.200.40,Epizootic hemorrhagic disease virus,
3616,10.210.50.10.30.200.50,Rotavirus,
3617,10.210.50.10.30.210,Retroviruses,
3619,10.210.50.10.30.210.20,HTLV-1,
3620,10.210.50.10.30.210.30,Lentivirus,
3622,10.210.50.10.30.220,Tobamoviruses,
3623,10.210.50.10.30.220.10,Oilseed rape mosaic virus,
3624,10.210.50.10.30.220.20,Tobacco mosaic virus,
3625,10.210.50.10.30.230,Togaviruses,
3626,10.210.50.10.30.230.10,Alphaviruses,
3627,10.210.50.10.30.230.10.10,Barmah Forest virus,
3628,10.210.50.10.30.230.10.20,Chikungunya virus,
3629,10.210.50.10.30.230.10.30,Eastern equine encephalitis virus,
3630,10.210.50.10.30.230.10.40,Mayaro virus,
3631,10.210.50.10.30.230.10.50,O'nyong'nyong virus,
3632,10.210.50.10.30.230.10.60,Ross River virus,
3633,10.210.50.10.30.230.10.70,Semliki Forest virus,
3634,10.210.50.10.30.230.10.80,Sindbis virus,
3635,10.210.50.10.30.230.10.90,Tonate virus,
3636,10.210.50.10.30.230.10.100,Una virus,
3637,10.210.50.10.30.230.10.110,Venezuelan equine encephalitis virus,
3638,10.210.50.10.30.230.10.120,Western equine encephalitis virus,
3639,10.210.50.10.30.230.20,Rubella virus,
3641,10.210.60,Microbial control,
3642,10.210.60.10,Antimicrobial resistance,
3643,10.210.60.10.10,Antibiotic resistance,
3644,10.210.60.10.10.10,Methicillin resistance,
3645,10.210.60.10.10.20,Trimethoprim resistance,
3646,10.210.60.10.10.30,Vancomycin resistance,
3647,10.210.60.20,Antimicrobials,
3648,10.210.60.20.10,Antibacterials,
3649,10.210.60.20.20,Antibiotics,
3650,10.210.60.20.20.10,Chloramphenicol,
3651,10.210.60.20.20.20,Erythromycin,
3652,10.210.60.20.20.30,Neomycins,
3653,10.210.60.20.20.40,Penicillin,
3654,10.210.60.20.20.50,Polymyxins,
3655,10.210.60.20.20.60,Streptomycin,
3656,10.210.60.20.20.70,Tetracyclines,
3657,10.210.60.20.20.80,Vancomycin,
3658,10.210.60.20.30,Antifungals,
3659,10.210.60.20.30.10,Amphotericin,
3660,10.210.60.20.30.20,Nystatin,
3661,10.210.60.20.40,Antivirals,
3662,10.210.60.20.40.10,Antiretrovirals,
3663,10.210.60.20.40.20,Reverse transcriptase inhibitors,
3664,10.210.60.30,Microbicides,
3679,10.210.100,Microbial mutation,
3680,10.210.110,Microbial physiology,
