code,subject_area
60.290.50.100.60,Gallbladder cancer
60.290.50.100.70,Gastric cancer
60.290.50.100.80,Gastrointestinal stromal tumors
60.130.210.80,Hepatocellular carcinoma
60.290.50.100.100,Malignant neoplasms of the small intestine
60.290.50.100.110,Pancreatic cancer
60.290.50.100.120,Peritoneal cancer
60.290.50.100.130,Rectal cancer
60.290.50.110,Genitourinary tract tumors
60.290.50.110.10,Bladder cancer
60.290.50.60.30,Bladder carcinoma in situ
60.290.50.110.30,Extragonadal germ cell tumors
60.290.50.110.40,Prostate cancer
60.290.50.60.150,Renal cell carcinoma
60.290.50.110.60,Testicular cancer
60.290.50.110.70,Tumors of the renal pelvis and ureter
60.290.50.110.80,Urethral cancer
60.290.50.110.90,Urothelial neoplasias
60.290.50.120,Gynecological tumors
60.290.50.120.10,Cervical cancer
60.290.50.60.60,Endometrial carcinoma
60.290.50.120.30,Germ cell cancer
60.290.50.120.40,Hydatidiform mole
60.290.50.120.50,Ovarian cancer
60.290.50.120.60,Ovarian cysts
60.290.50.120.70,Polycystic ovary syndrome
60.290.50.120.80,Uterine cancer
60.290.50.120.90,Vulvar tumors
60.290.50.130,Head and neck tumors
60.290.50.60.40,Buccal carcinoma
60.290.50.60.160.10,Head and neck squamous cell carcinoma
60.160.70.20.60,Lymphomas of the head and neck
60.290.50.130.40,Oral leukoplakia
60.290.50.130.50,Salivary gland tumors
60.160.70,Hematologic cancers and related disorders
60.160.70.10,Leukemias
60.160.70.10.10,Chronic myelogenous leukemia
60.160.70.10.20,Lymphoblastic leukemia
60.160.70.10.20.10,Acute lymphoblastic leukemia
60.160.70.10.20.20,Chronic lymphoblastic leukemia
60.160.70.10.30,Lymphocytic leukemia
60.160.70.10.40,Myeloid leukemia
60.160.70.10.40.10,Acute myeloid leukemia
60.160.70.10.40.20,Chronic myeloid leukemia
60.160.70.20,Lymphomas
60.160.70.20.10,B-cell chronic lymphocytic lymphoma
60.160.70.20.20,Burkitt's lymphoma
60.160.70.20.30,Diffuse large B-cell lymphoma
60.160.70.20.40,Follicular lymphoma
60.160.70.20.50,Hodgkin lymphoma
60.160.70.20.60,Lymphomas of the head and neck
60.160.70.20.70,MALT lymphoma
60.160.70.20.80,Mantle cell lymphoma
60.160.70.20.90,Non-Hodgkin lymphoma
60.160.70.20.100,Peripheral T-cell lymphoma
60.160.70.20.110,Precursor T-cell lymphoma
60.160.70.30,Myelodysplastic syndromes
60.160.70.40,Myelomas and lymphoproliferative diseases
60.160.70.40.10,Myelomas
60.160.70.50,Myeloproliferative disorders
60.160.70.10.40.20,Chronic myeloid leukemia
60.160.70.50.20,Leukocytosis
60.160.70.50.30,Polycythemia
60.160.70.50.30.10,Polycythemia vera
60.160.70.50.40,Thrombocytosis
60.290.50.150,Invasive tumors
60.290.50.160,Lung and intrathoracic tumors
60.290.50.60.10.10,Adenocarcinoma of the lung
60.290.50.160.20,Bronchial adenoma
60.290.50.100.10,Carcinoid tumor
60.290.50.160.40,Cardian sarcoma
60.290.50.60.70,Extrapulmonary small cell carcinoma
60.290.50.60.110,Large cell lung carcinoma
60.290.50.160.70,Mediastinal tumors
60.290.50.160.80,Mesothelioma
60.290.50.160.90,Non-small cell lung cancer
60.290.50.160.100,Secondary lung tumors
60.290.50.160.110,Small cell lung cancer
60.290.50.60.160.20,Squamous cell lung carcinoma
60.290.50.160.130,Thymic tumors
60.290.50.160.140,Tracheal tumors
60.290.50.170,Malignant tumors
60.290.50.170.10,Second malignancies
60.290.50.180,Melanomas
60.290.50.180.10,Choroidal melanoma
60.290.50.180.20,CNS melanoma
60.90.220.20.10,Cutaneous melanoma
60.290.50.180.40,Intracranial melanomas
60.290.50.190,Metastatic tumors
60.290.50.200,Neoplasms
60.270.240,Neurological tumors
60.270.240.10,Astrocytoma
60.270.240.10.10,Astrocytoma cells
60.270.240.20,Brain metastasis
60.270.240.30,Brainstem gliomas
60.270.240.40,Craniopharyngioma
60.270.240.50,Ependymoma
60.270.240.60,Glioblastoma multiforme
60.270.240.70,Glioma
60.270.240.70.10,Infratentorial glioma
60.270.240.70.20,Paragangliomas
60.270.240.70.30,Pontine glioma
60.270.240.70.40,Supratentorial glioma
60.270.240.80,Hemangioblastoma
60.270.240.90,Meningioma
60.270.240.100,Oligodendroglioma
60.270.240.110,Pituitary tumors
60.270.240.120,Primary CNS lymphoma
60.270.240.130,Spinal cord tumors
60.270.240.140,Spinal metastasis
60.290.50.220,Oncocytomas
60.290.50.230,Ophthalmologic tumors
60.290.50.180.10,Choroidal melanoma
60.290.50.230.20,Ocular lymphoma
60.290.50.230.30,Orbital tumors
60.290.50.40.80,Retinoblastoma
60.290.50.240,Papillomas
60.290.50.250,Sarcomas
60.290.50.250.10,Angiosarcoma
60.290.50.160.40,Cardian sarcoma
60.290.50.250.30,Ewing sarcoma
60.290.50.250.40,Fibrosarcoma
60.290.50.250.50,Hemangiosarcoma
60.290.50.250.60,Kaposi sarcoma
60.290.50.250.70,Leiomyosarcoma
60.290.50.250.80,Liposarcoma
60.290.50.250.90,Osteosarcoma
60.90.220.30,Skin tumors
60.90.220.30.10,Actinic keratosis
60.90.220.30.20,Dysplastic nevus
60.90.220.30.30,Oral mucosal cancers
60.290.50.270,Teratomas
60.290.50.280,Thymoma
60.290.50.290,Unknown primary cancer
60.290.60,Cancer treatment
60.290.60.10,Antiangiogenesis therapy
10.190.60.50,Antibody therapy
10.190.60.140.20,Cancer immunotherapy
60.290.60.40,Chemoprevention
60.290.60.50,Clinical trials (cancer treatment)
60.290.60.60,Cytokine therapy
60.290.60.70,Endocrine therapy
60.290.60.80,Epigenetic therapy
60.290.60.90,Hematopoietic growth factors
60.290.60.100,Proteasome inhibitors
60.290.60.110,Radiation therapy
60.290.70,Carcinogenesis
10.110.70.10.260.40,Cancer stem cells
60.290.70.20,Neoplastic transformation
60.290.80,Carcinogens
60.290.90,Oncology agents
60.290.90.10,Chemotherapeutic agents
60.290.100,Pediatric oncology
60.290.110,Surgical oncology
60.300,Ophthalmology
60.300.10,Corneal disorders
60.300.20,Eye diseases
60.300.20.10,Glaucoma
60.180.10.1150,Trachoma
60.300.30,Eye infections
60.300.30.10,Conjunctivitis
60.300.30.10.10,Neonatal conjunctivitis
60.300.30.20,Keratitis
60.300.40,Geriatric ophthalmology
60.300.50,Inherited eye disorders
60.300.60,Lens disorders
60.300.60.10,Cataracts
60.300.70,Macular disorders
60.300.80,Microphthalmia
60.300.90,Ocular tumors
60.300.100,Pediatric ophthalmology
60.300.110,Retinal disorders
60.300.110.10,Retinal degeneration
60.300.110.10.10,Macular degeneration
60.300.110.20,Retinitis
60.300.110.20.10,Retinitis pigmentosa
60.300.110.30,Retinopathy
60.300.110.30.10,Diabetic retinopathy
60.300.110.30.20,Hypertensive retinopathy
60.300.110.30.30,Oxygen-induced retinopathy
60.300.110.30.40,Retinopathy of prematurity
60.300.120,Uveitis
60.300.130,Visual impairments
60.300.130.10,Blindness
60.300.130.20,Myopia
60.300.130.30,Scotoma
60.310,Oral medicine
60.310.10,Dentistry
60.310.20,Oral diseases
60.310.20.10,Periodontal diseases
60.310.20.10.10,Periodontitis
60.310.30,Oral health
60.320,Otorhinolaryngology
10.150.160.20.10,Cleft lip and palate
10.150.160.20.10.10,Cleft lip
10.150.160.20.10.20,Cleft palate
60.320.20,Head and neck cancers
60.320.30,Laryngology
60.320.30.10,Dysphagia
60.320.30.20,Speech-language pathology
60.320.30.20.10,Speech therapy
10.240.70.40.30,Stuttering
60.320.30.20.30,Voice disorders
60.80.70.60,Oral and maxillofacial trauma
60.320.50,Otology
60.320.50.10,Audiology
60.320.50.20,Ear infections
60.320.50.30,Ear neoplasms
60.180.10.410,External otitis
60.180.10.410.10,Malignant external otitis
60.320.50.50,Hearing disorders
60.320.50.50.10,Deafness
60.270.350,Tinnitus
60.320.50.60,Meniere disease
60.320.50.70,Otitis media
60.320.50.80,Vertigo
60.320.60,Pediatric otolaryngology
60.320.70,Rhinology
60.320.70.10,Nasal diseases
60.320.70.10.10,Rhinitis
60.330,Pain management
60.60.10,Acupuncture
60.330.20,Acute pain management
60.330.30,Allodynia
60.330.40,Analgesics
60.330.40.10,COX-2 inhibitors
60.330.40.20,NSAIDs
60.330.40.30,Opioids
60.330.40.30.10,Codeine
60.330.40.30.20,Hydrocodone
60.330.40.30.30,Morphine
60.330.40.30.40,Oxycodone
60.330.50,Anesthetics
60.330.60,Arthralgia
60.330.70,Hyperalgesia
60.330.80,Myalgia
60.330.90,Pain
60.330.90.10,Abdominal pain
60.330.90.20,Lower back pain
60.330.90.30,Myofascial pain
60.330.90.40,Neuropathic pain
60.330.90.50,Rheumatic pain
10.330.130,Pain psychology
60.340,Parasitic diseases
60.340.10,Babesiosis
60.340.20,Baylisascaris infection
60.340.30,Blastocystis hominis infection
60.340.40,Cryptosporidiosis
60.340.50,Cyclosporiasis
60.340.60,Dientamoebiasis
60.340.70,Diphyllobothriasis
60.340.80,Ectoparasitic infections
60.340.80.10,Myiasis
60.180.110.100,Scabies
60.340.90,Ectoparasitic infestations
60.340.100,Elephantiasis
60.340.100.10,Podoconiosis
60.340.110,Enterobiasis
60.340.120,Free-living amoebic infection
60.340.130,Gnathostomiasis
60.340.140,Helminth infections
60.340.140.10,Cysticercosis
60.340.140.20,Dracunculiasis
60.340.140.30,Echinococcosis
60.340.140.40,Fascioliasis
60.340.140.50,Fasciolopsiasis
60.340.140.60,Filariasis
60.340.140.60.10,Lymphatic filariasis
60.340.140.60.20,Serous cavity filariasis
60.340.140.60.30,Subcutaneous filariasis
60.340.140.70,Foodborne trematodiases
60.340.140.70.10,Clonorchiasis
60.340.140.70.20,Opisthorchiasis
60.340.140.70.30,Paragonimiasis
60.340.140.80,Larva migrans
60.340.140.80.10,Cutaneous larva migrans
60.340.140.80.20,Toxocariasis
60.340.140.90,Loiasis
60.340.140.100,Neurocysticercosis
60.340.140.110,Onchocerciasis
60.340.140.120,Schistosomiasis
60.340.140.120.10,Schistosomiasis japonica
60.340.140.130,Soil-transmitted helminthiases
60.340.140.130.10,Ascariasis
60.340.140.130.20,Hookworm diseases
60.340.140.130.30,Strongyloidiasis
60.340.140.130.40,Trichuriasis
10.410.30.70.280,Taeniasis
60.340.150,Hymenolepiasis
60.340.160,Isosporiasis
60.340.170,Katayama fever
60.340.180,Malaria
60.340.180.10,Cerebral malaria
60.340.190,Metagonimiasis
60.180.40.140,Microsporidiosis
60.340.210,Nematode infections
60.340.220,Parasitic intestinal diseases
60.340.230,Pediculosis
60.340.240,Primary amoebic meningoencephalitis
60.340.250,Protozoan infections
60.340.250.10,Amebiasis
60.340.250.20,Balantidiasis
60.340.250.30,Chagas disease
60.340.250.40,Giardiasis
10.410.30.70.140,Leishmaniasis
10.410.30.70.140.10,Kala-azar
60.340.250.60,Toxoplasmosis
10.410.30.70.300,Trypanosomiasis
10.410.30.70.300.10,African trypanosomiasis
60.180.40.200,Rhinosporidiosis
60.340.270,Trichinellosis
60.340.280,Trichinosis
60.350,Pathology and laboratory medicine
60.350.10,Anatomical pathology
60.350.10.10,Autopsy pathology
60.350.10.20,Cytopathology
60.350.10.20.10,Steatosis
60.350.10.20.10.10,Macrovesicular steatosis
60.350.10.20.10.20,Microvesicular steatosis
60.100.30.30.50,Forensic pathology
60.350.10.40,Histopathology
60.350.10.50,Neuropathology
60.350.10.60,Surgical pathology
60.350.20,Clinical pathology
60.350.20.10,Clinical microbiology
60.350.20.20,Hematopathology
60.350.30,Degenerative diseases
60.350.40,Disseminated diseases
60.350.50,Endemic diseases
60.350.60,Etiology
60.350.70,Molecular pathology
60.350.80,Pathogenesis
60.350.80.10,Host-pathogen interactions
60.350.90,Pathogens
60.350.90.10,Animal pathogens
60.350.90.20,Foodborne organisms
60.350.90.30,Host restricted organisms
60.350.90.40,Intracellular pathogens
10.210.50.10,Microbial pathogens
10.210.50.10.10,Bacterial pathogens
10.210.50.10.10.10,Acinetobacter
10.210.50.10.10.10.10,Acinetobacter baumannii
10.210.50.10.10.20,Actinomyces
10.210.50.10.10.30,Aeromonas hydrophila
10.210.50.10.10.40,Anaplasma
10.210.50.10.10.50,Arcanobacterium haemolyticum
10.210.50.10.10.60,Bacillus
10.210.50.10.10.60.10,Bacillus anthracis
10.210.50.10.10.60.20,Bacillus cereus
10.210.50.10.10.60.30,Bacillus subtilis
10.210.50.10.10.60.40,Bacillus thuringiensis
10.210.50.10.10.70,Bartonella
10.210.50.10.10.80,Bordetella
10.210.50.10.10.80.10,Bordetella pertussis
10.210.50.10.10.90,Borrelia
10.210.50.10.10.90.10,Borrelia bergdorferi
10.210.50.10.10.100,Brucella
10.210.50.10.10.110,Burkholderia
10.210.50.10.10.110.10,Burkholderia cenocepacia
10.210.50.10.10.110.20,Burkholderia cepacia complex
10.210.50.10.10.110.30,Burkholderia mallei
10.210.50.10.10.110.40,Burkholderia pseudomallei
10.210.50.10.10.120,Campylobacter
10.210.50.10.10.130,Capnocytophaga canimorsus
10.210.50.10.10.140,Cardiobacterium hominis
10.210.50.10.10.150,Chlamydia trachomatis
10.210.50.10.10.160,Chlamydophila pneumoniae
10.210.50.10.10.170,Chlamydophila psittaci
10.210.50.10.10.180,Chromobacterium violaceum
10.210.50.10.10.190,Clostridium
10.210.50.10.10.200,Corynebacterium diptheriae
10.210.50.10.10.210,Coxiella burnetii
10.210.50.10.10.220,Ehrlichia
10.210.50.10.10.230,Eikenella corrodens
10.210.50.10.10.240,Enterobacter
10.210.50.10.10.250,Enterococcus
10.210.50.10.10.250.10,Enterococcus faecalis
10.210.50.10.10.260,Epsilonproteobacteria
10.210.50.10.10.270,Escherichia coli
10.210.50.10.10.280,Francisella tularensis
10.210.50.10.10.290,Fusobacteria
10.210.50.10.10.290.10,Fusobacterium necrophorum
10.210.50.10.10.300,Haemophilus influenzae
10.210.50.10.10.310,Helicobacter pylori
10.210.50.10.10.320,Kingella kingae
10.210.50.10.10.330,Klebsiella
10.210.50.10.10.330.10,Klebsiella granulomatis
10.210.50.10.10.330.20,Klebsiella oxytoca
10.210.50.10.10.330.30,Klebsiella pneumoniae
10.210.50.10.10.330.40,Klebsiella terrigena
10.210.50.10.10.340,Lactococcus
10.210.50.10.10.340.10,Lactococcus lactis
10.210.50.10.10.350,Legionella
10.210.50.10.10.350.10,Legionella pneumophila
10.210.50.10.10.360,Leptospira
10.210.50.10.10.360.10,Leptospira interrogans
10.210.50.10.10.370,Listeria monocytogenes
10.210.50.10.10.380,Mycobacteria
10.210.50.10.10.390,Mycoplasma mycoides
10.210.50.10.10.400,Mycoplasma pneumoniae
10.210.50.10.10.410,Neisseria gonorrhoeae
10.210.50.10.10.420,Neisseria meningitidis
10.210.50.10.10.430,Nocardia
10.210.50.10.10.440,Orienta tsutsugamushi
10.210.50.10.10.450,Pasteurella multocida
10.210.50.10.10.460,Prevotella intermedia
10.210.50.10.10.470,Proteus mirabilis
10.210.50.10.10.480,Proteus vulgaris
10.210.50.10.10.490,Pseudomonas aeruginosa
10.210.50.10.10.500,Pseudomonas syringae
10.210.50.10.10.510,Rhodococcus equi
10.210.50.10.10.520,Rickettsia
10.210.50.10.10.520.10,Rickettsia prowazekii
10.210.50.10.10.520.20,Rickettsia rickettsii
10.210.50.10.10.530,Salmonella
10.210.50.10.10.530.10,Salmonella bongori
10.210.50.10.10.530.20,Salmonella enterica
10.210.50.10.10.530.30,Salmonella typhi
10.210.50.10.10.530.40,Salmonella typhimurium
10.210.50.10.10.540,Serratia marcescens
10.210.50.10.10.550,Shigella
10.210.50.10.10.550.10,Shigella flexneri
10.210.50.10.10.560,Spirillum minus
10.210.50.10.10.570,Spirochetes
10.210.50.10.10.580,Staphylococcus
10.210.50.10.10.580.10,Staphylococcus aureus
10.210.50.10.10.580.10.10,Methicillin-resistant Staphylococcus aureus
10.210.50.10.10.580.10.20,Vancomycin-resistant Staphylococcus aureus
10.210.50.10.10.580.20,Staphylococcus epidermidis
10.210.50.10.10.580.30,Staphylococcus haemolyticus
10.210.50.10.10.580.40,Staphylococcus saprophyticus
10.210.50.10.10.590,Stenotrophomonas maltophilia
10.210.50.10.10.600,Streptococcus
10.210.50.10.10.600.10,Group A streptococci
10.210.50.10.10.600.20,Group B streptococci
10.210.50.10.10.600.30,Group C streptococci
10.210.50.10.10.600.40,Group D streptococci
10.210.50.10.10.600.50,Group F streptococci
10.210.50.10.10.600.60,Group G streptococci
10.210.50.10.10.600.70,Pneumococcus
10.210.50.10.10.600.80,Streptococcus agalactiae
10.210.50.10.10.600.90,Streptococcus anginosus
10.210.50.10.10.600.100,Streptococcus equi
10.210.50.10.10.600.110,Streptococcus mutans
10.210.50.10.10.600.120,Streptococcus pyogenes
10.210.50.10.10.610,Treponema pallidum
10.210.50.10.10.620,Ureaplasma urealyticum
10.210.50.10.10.630,Vibrio cholerae
10.210.50.10.10.640,Vibrio vulnificus
10.210.50.10.10.650,Yersinia
10.210.50.10.10.650.10,Yersinia enterocolitica
10.210.50.10.10.650.20,Yersinia pestis
10.210.50.10.10.650.30,Yersinia pseudotuberculosis
10.210.50.10.20,Fungal pathogens
10.210.50.10.20.10,Absidia corymbifera
10.210.50.10.20.20,Acremonium
10.210.50.10.20.30,Actinomadura
10.210.50.10.20.40,Alternaria
10.210.50.10.20.50,Aspergillus flavus
10.210.50.10.20.60,Aspergillus fumigatus
10.210.50.10.20.70,Basidiobolus ranarum
10.210.50.10.20.80,Blastomyces dermatitidis
10.210.50.10.20.90,Candida albicans
10.210.50.10.20.100,Cladosporium carrionii
10.210.50.10.20.110,Coccidioides
10.210.50.10.20.120,Conidiobolus
10.210.50.10.20.130,Cryptococcus albidus
10.210.50.10.20.140,Cryptococcus gattii
10.210.50.10.20.150,Cryptococcus neoformans
10.210.50.10.20.160,Epidermophyton
10.210.50.10.20.170,Fonsecaea
10.210.50.10.20.180,Fusarium
10.210.50.10.20.190,Histoplasma capsulatum
10.210.50.10.20.200,Lacazia loboi
10.210.50.10.20.210,Madurella
10.210.50.10.20.220,Microsporidia
10.210.50.10.20.230,Mucor indicus
10.210.50.10.20.240,Paracoccidioides brasiliensis
10.210.50.10.20.250,Penicillium marneffei
10.210.50.10.20.260,Phialophora verrucosa
10.210.50.10.20.270,Piedraia
10.210.50.10.20.280,Pseudallescheria
10.210.50.10.20.290,Rhizopus oryzae
10.210.50.10.20.300,Sporothrix schenckii
10.210.50.10.20.310,Streptomyces
10.210.50.10.20.320,Syncephalastrum racemosum
10.210.50.10.20.330,Trichophyton
10.210.50.10.20.340,Trichosporon
10.210.50.10.30,Viral pathogens
10.210.50.10.30.10,Adenoviruses
10.210.50.10.30.20,Arenaviruses
10.210.50.10.30.20.10,Chapare virus
10.210.50.10.30.20.20,Guanarito virus
10.210.50.10.30.20.30,Junin virus
10.210.50.10.30.20.40,Lassa virus
10.210.50.10.30.20.50,Lujo virus
10.210.50.10.30.20.60,Lymphocytic choriomeningitis virus
10.210.50.10.30.20.70,Machupo virus
10.210.50.10.30.20.80,Sabi_í virus
10.210.50.10.30.30,Astroviruses
10.210.50.10.30.40,Bunyaviruses
10.210.50.10.30.40.10,Crimean-Congo hemorrhagic fever virus
10.210.50.10.30.40.20,Hantavirus
10.210.50.10.30.40.20.10,Puumala virus
10.210.50.10.30.40.30,Rift Valley fever virus
10.210.50.10.30.50,Caliciviruses
10.210.50.10.30.50.10,Feline calicivirus
10.210.50.10.30.50.20,Lagovirus
10.210.50.10.30.50.30,Norovirus
10.210.50.10.30.50.40,Sapovirus
10.210.50.10.30.60,Coronaviruses
10.210.50.10.30.60.10,Canine coronavirus
10.210.50.10.30.60.20,Feline coronavirus
10.210.50.10.30.60.30,Mouse hepatitis virus
10.210.50.10.30.60.40,Transmissible gastroenteritis coronavirus
10.210.50.10.30.70,Enteroviruses
10.210.50.10.30.70.10,Coxsackieviruses
10.210.50.10.30.70.20,Echovirus
10.210.50.10.30.70.30,Poliovirus
10.210.50.10.30.70.40,Rhinovirus
10.210.50.10.30.80,Flaviviruses
10.210.50.10.30.80.10,Dengue virus
10.210.50.10.30.80.20,Hepatitis C virus
10.210.50.10.30.80.30,Hepatitis G virus
10.210.50.10.30.80.40,Japanese encephalitis virus
10.210.50.10.30.80.50,Pestivirus
10.210.50.10.30.80.60,Tick-borne encephalitis virus
10.210.50.10.30.80.70,West Nile virus
10.210.50.10.30.90,Hemorrhagic fever viruses
10.210.50.10.30.40.10,Crimean-Congo hemorrhagic fever virus
10.210.50.10.30.90.20,Ebola virus
10.210.50.10.30.100,Hepatitis viruses
10.210.50.10.30.100.10,Hepatitis A virus
10.210.50.10.30.100.20,Hepatitis B virus
10.210.50.10.30.80.20,Hepatitis C virus
10.210.50.10.30.100.40,Hepatitis delta virus
10.210.50.10.30.100.50,Hepatitis E virus
10.210.50.10.30.80.30,Hepatitis G virus
10.210.50.10.30.110,Herpesviruses
10.210.50.10.30.110.10,Epstein-Barr virus
10.210.50.10.30.110.20,Herpes simplex virus
10.210.50.10.30.110.30,Herpes simplex virus-1
10.210.50.10.30.110.40,Herpes simplex virus-2
10.210.50.10.30.110.50,Human cytomegalovirus
10.210.50.10.30.110.60,Kaposi's sarcoma-associated herpesvirus
